	Contig_name	Sample	Contig_length	ARG	Gene	Gene2	Fam	identity	coverage	start	end	Country	Technology	kraken2023	kaiju_nr_euk	kaiju_refseq	Diamond_nr	Class	Tax	Diamond_nr_genes	Integron	Platon_ID	Length	Coverage	X._ORFs	RDS	Circular	Inc_Type.s.	X._Replication	X._Mobilization	X._OriT	X._Conjugation	X._AMRs	X._rRNAs	X._Plasmid_Hits	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	Surface
49	CAR1_ita_i_NODE_70828_length_1475_cov_3.192958	CAR1_ita_i	1475	blaROB-1_1_DQ840517	blaROB-1	blaROB-1	Beta-lactam	99.782	100	173	1090	Italy	illumina	Actinobacillus indolicus 	Pseudomonadota	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
50	CAR1_ita_i_NODE_72164_length_1456_cov_25.950036	CAR1_ita_i	1456	ere(D)_1_KP265721	ere(D)	ere(D)	Macrolide	96.74	100	161	1387	Italy	illumina	Flavobacteriales 	Bacteroidota	Weeksellaceae	k_Bacteria	k_Bacteria	k	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
51	CAR1_ita_i_NODE_8997_length_6397_cov_12.389940	CAR1_ita_i	6397	mph(B)_1_D85892	mph(B)	mph(B)	Macrolide	87.291	986.798.679.867.987	1552	2447	Italy	illumina	Jeotgalibaca porci 	Staphylococcus hyicus	Staphylococcus aureus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 7	-	CAR1_ita_i_NODE_8997_length_6397_cov_12.389940	6397	NA	7	0.3	no	1	0	1	0	0	2	0	0	AABBAAA	B>A	c__Bacilli	s__Escherichia_coli	k__Bacteria	carcass
52	CAR1_ita_i_NODE_8997_length_6397_cov_12.389940	CAR1_ita_i	6397	str_1_X92946	str	str	Aminoglycoside	100	100	694	1542	Italy	illumina	Jeotgalibaca porci 	Staphylococcus hyicus	Staphylococcus aureus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 7	-	CAR1_ita_i_NODE_8997_length_6397_cov_12.389940	6397	NA	7	0.3	no	1	0	1	0	0	2	0	0	AABBAAA	B>A	c__Bacilli	s__Escherichia_coli	k__Bacteria	carcass
53	CAR1_ita_n_01d37655-438d-453a-b11f-11b2cc76f206	CAR1_ita_n	12534	blaOXA-280_1_APPZ01000001	blaOXA-280	blaOXA-211 like	Beta-lactam	95.224	809.178.743.961.353	9656	10318	Italy	nanopore	Acinetobacter towneri 	Acinetobacter	Acinetobacter	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
54	CAR1_ita_n_02e90a93-bb0a-4eb2-bd54-790375b4f39a	CAR1_ita_n	3138	blaCEPH-A3_1_AY112998	blaCEPH-A3	cphA like	Beta-lactam	93.872	100.261.437.908.497	38	792	Italy	nanopore	Aeromonas finlandensis 	Aeromonas	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii"	s	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
55	CAR1_ita_n_02f244fb-a0b9-422f-8f74-46c4fc344ac2	CAR1_ita_n	5787	blaBRO-1_1_Z54180	blaBRO-1	blaBRO	Beta-lactam	93.862	100	3760	4698	Italy	nanopore	Moraxella catarrhalis 	Moraxella	Moraxella bovoculi	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Moraxella"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Moraxella"	g	Genes: 11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
56	CAR1_ita_n_03859486-2ba7-42ca-98aa-1f1ca6ff4c99	CAR1_ita_n	24583	blaOXA-515_1_KU866383	blaOXA-515	blaOXA-48 like	Beta-lactam	98.137	100.877.192.982.456	14258	15061	Italy	nanopore	Acinetobacter towneri 	Shewanella	Shewanella	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAAAAAAAAABBBBBBBBB	A?B	s__Acinetobacter_towneri	g__Shewanella	c__Gammaproteobacteria	carcass
57	CAR1_ita_n_038de089-24b4-40f8-8d80-b3a40739b5cc	CAR1_ita_n	7621	tet(W)_1_DQ060146	tet(W)	tet(W)	Tetracycline	91.917	102.447.916.666.667	97	2026	Italy	nanopore	Faecalicatena orotica 	Bacteria	Terrabacteria group			NA	Genes: 8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
58	CAR1_ita_n_0c90aaa6-c29c-4653-8fef-b991ee45f8dd	CAR1_ita_n	12912	blaOXA-199_1_JN704570	blaOXA-199	blaOXA-48 like	Beta-lactam	84.039	103.634.085.213.033	6921	7719	Italy	nanopore	Shewanella xiamenensis 	Gammaproteobacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella"	g	Genes: 26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
59	CAR1_ita_n_0d23d0fb-dcbb-4bcc-b08a-7abb65e31d5d	CAR1_ita_n	6232	tet(G)_1_AF133139	tet(G)	tet(G)	Tetracycline	84.309	100.255.102.040.816	1172	2308	Italy	nanopore	Brucella daejeonensis 	Hyphomicrobiales	Brucellaceae	"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
60	CAR1_ita_n_15a7ee7a-e895-45de-9566-080669057033	CAR1_ita_n	8708	aph(3'')-Ib_2_AF024602	aph(3'')-Ib	aph(3'')-Ib	Aminoglycoside	98.391	100.497.512.437.811	4742	5543	Italy	nanopore	Acinetobacter chinensis 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
61	CAR1_ita_n_15a7ee7a-e895-45de-9566-080669057033	CAR1_ita_n	8708	aph(6)-Id_1_M28829	aph(6)-Id	aph(6)-Id	Aminoglycoside	98.225	100.955.794.504.182	5543	6385	Italy	nanopore	Acinetobacter chinensis 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
62	CAR1_ita_n_15a7ee7a-e895-45de-9566-080669057033	CAR1_ita_n	8708	tet(39)_1_KT346360	tet(39)	tet(39)	Tetracycline	93.617	100.534.759.358.289	1534	2627	Italy	nanopore	Acinetobacter chinensis 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
63	CAR1_ita_n_17af8f84-5240-4493-a5f4-cd8f2db213de	CAR1_ita_n	16165	mef(C)_1_AB571865	mef(C)	mef(C)	Macrolide	97.411	100.980.392.156.863	13972	15196	Italy	nanopore	Amniculibacterium aquaticum 	Pedobacter puniceum	Bacteria	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
64	CAR1_ita_n_17af8f84-5240-4493-a5f4-cd8f2db213de	CAR1_ita_n	16165	mph(G)_1_AB571865	mph(G)	mph(G)	Macrolide	98.984	100.112.994.350.283	15201	16082	Italy	nanopore	Amniculibacterium aquaticum 	Pedobacter puniceum	Bacteria	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
65	CAR1_ita_n_19af753b-a6ce-4a6f-a6a5-6e0a99671cf6	CAR1_ita_n	3398	blaOXA-281_1_APON01000041	blaOXA-281	blaOXA-211 like	Beta-lactam	95.437	92.969.696.969.697	2621	3385	Italy	nanopore	Acinetobacter johnsonii ANC 3681 	Acinetobacter	Acinetobacter johnsonii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
66	CAR1_ita_n_1a0d12ad-9d02-4097-abd0-9ebf3b6f5b15	CAR1_ita_n	15217	blaOXA-334_1_KF203108	blaOXA-334	blaOXA-211 like	Beta-lactam	99.033	100.242.424.242.424	1331	2156	Italy	nanopore	Acinetobacter johnsonii ANC 3681 	Acinetobacter johnsonii	Acinetobacter johnsonii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
67	CAR1_ita_n_1cbe1328-f438-4f22-bc95-5d12539a882d	CAR1_ita_n	12472	tet(X)_2_M37699	tet(X)	tet(X) like	Tetracycline	98.976	100.428.449.014.567	4934	6102	Italy	nanopore	Flavobacterium channae 	Bacteria	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
68	CAR1_ita_n_1ed3cc4d-c6b8-411b-9b79-d12c1a382065	CAR1_ita_n	19797	aph(6)-Id_1_M28829	aph(6)-Id	aph(6)-Id	Aminoglycoside	96.961	864.994.026.284.349	19080	19797	Italy	nanopore	Psychrobacter salsus 	Psychrobacter	Psychrobacter sp. KCTC 72983	"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
69	CAR1_ita_n_22bcd120-d3bf-4ea7-91ed-de03022bb1bd	CAR1_ita_n	11631	cphA4_1_AY227050	cphA4	cphA like	Beta-lactam	87.843	100	4283	5023	Italy	nanopore	Aeromonas veronii 	Aeromonas	Aeromonas sp. FDAARGOS 1404	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
70	CAR1_ita_n_23ec5c66-4513-4ece-9691-f8a483d86303	CAR1_ita_n	2476	erm(F)_3_M17808	erm(F)	erm(F)	Macrolide, Lincosamide, Streptogramin B	94.588	101.498.127.340.824	1659	2461	Italy	nanopore	Prevotella ihumii 	Bacteroidales	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
71	CAR1_ita_n_25d8dc92-1d27-4259-92ce-7b311ac7c3d2	CAR1_ita_n	7642	tet(X)_2_M37699	tet(X)	tet(X) like	Tetracycline	98.717	100.171.379.605.827	601	1761	Italy	nanopore	Chryseobacterium echinoideorum 	Bacteria	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae"	f	Genes: 11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
72	CAR1_ita_n_283feeec-d48f-4639-800f-a1eee6c041cc	CAR1_ita_n	11810	tet(X)_2_M37699	tet(X)	tet(X) like	Tetracycline	98.292	100.342.759.211.654	6390	7555	Italy	nanopore	Myroides ceti 	Bacteria	Bacteroidota	k_Bacteria	k_Bacteria	k	Genes: 19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
73	CAR1_ita_n_298a5fc5-f368-40b9-bca7-8c549ac1b169	CAR1_ita_n	5959	mph(N)_1_KF648874	mph(N)	mph(N)	Macrolide	94.743	1.004.400.440.044	3425	4333	Italy	nanopore	Anaerotalea alkaliphila 	Clostridium sp. D43t1_170807_H7	Exiguobacterium aurantiacum	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	o	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
74	CAR1_ita_n_2c200f88-fc2b-4cb8-a5b3-08e996068e9e	CAR1_ita_n	9088	cmx_1_U85507	cmx	cmx	Amphenicol	96.468	101.105.442.176.871	92	1268	Italy	nanopore	Corynebacterium atrinae 	Bacteria	Bacteria			NA	Genes: 20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
75	CAR1_ita_n_30ee737a-2be4-51eb-9923-f9881c276f8c	CAR1_ita_n	6673	blaOXA-280_1_APPZ01000001	blaOXA-280	blaOXA-211 like	Beta-lactam	93.653	100.845.410.628.019	5668	6492	Italy	nanopore	Acinetobacter johnsonii ANC 3681 	Acinetobacter	Acinetobacter radioresistens	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
76	CAR1_ita_n_32192a59-190d-4a0b-a216-22e290593c77	CAR1_ita_n	16000	erm(A)_3_EU348758	erm(A)	erm(A)	Macrolide, Lincosamide, Streptogramin B	97.333	101.010.101.010.101	9629	10223	Italy	nanopore	Lactobacillus amylovorus GRL1118 	Lactobacillus	Lactobacillus amylovorus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	g	Genes: 26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
77	CAR1_ita_n_35f70b57-9f0b-427d-9725-65b3af9644ef	CAR1_ita_n	9720	tet(T)_1_L42544	tet(T)	tet(T)	Tetracycline	87.379	100.460.122.699.387	1721	3634	Italy	nanopore	Clostridium tepidum 	Bacillota	Streptococcus pyogenes	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
78	CAR1_ita_n_3b4fd49a-b286-48d2-b8a1-c0dda8fb9485	CAR1_ita_n	24006	ant(3'')-Ia_1_X02340	ant(3'')-Ia	aadA1 like	Aminoglycoside	98.937	871.399.176.954.732	11116	11959	Italy	nanopore	Acinetobacter towneri 	Bacteria	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
79	CAR1_ita_n_3b4fd49a-b286-48d2-b8a1-c0dda8fb9485	CAR1_ita_n	24006	tet(C)_3_AF055345	tet(C)	tet(C)	Tetracycline	99.217	964.735.516.372.796	16067	17213	Italy	nanopore	Acinetobacter towneri 	Bacteria	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
80	CAR1_ita_n_3b4fd49a-b286-48d2-b8a1-c0dda8fb9485	CAR1_ita_n	24006	sul1_5_EU780013	sul1	sul1	Folate pathway antagonist	99.423	100	9769	10632	Italy	nanopore	Acinetobacter towneri 	Bacteria	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
81	CAR1_ita_n_3cb62332-52c4-4ae2-920a-308b2a715b4d	CAR1_ita_n	12673	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	93.159	10.040.404.040.404	10333	10825	Italy	nanopore	Acetivibrio ethanolgignens 	Eubacteriales	Oscillospiraceae	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
82	CAR1_ita_n_4322b5a1-c464-4034-81a7-50a5df187d42	CAR1_ita_n	24929	mef(C)_1_AB571865	mef(C)	mef(C)	Macrolide	96.11	100.816.993.464.052	12071	13281	Italy	nanopore	Chryseobacterium manosquense 	Flavobacterium aurantiibacter	Chryseobacterium sp. POL2	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
83	CAR1_ita_n_4322b5a1-c464-4034-81a7-50a5df187d42	CAR1_ita_n	24929	mph(G)_1_AB571865	mph(G)	mph(G)	Macrolide	95.541	10.135.593.220.339	13286	14168	Italy	nanopore	Chryseobacterium manosquense 	Flavobacterium aurantiibacter	Chryseobacterium sp. POL2	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
84	CAR1_ita_n_45b10740-6bec-48bd-80d4-6bd487a7e594	CAR1_ita_n	9023	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	98.344	100.311.526.479.751	6489	8409	Italy	nanopore	Porphyromonas catoniae F0037 	Bacteria	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 12	-	CAR1_ita_n_45b10740-6bec-48bd-80d4-6bd487a7e594	9023	NA	16	0	no	0	0	1	0	0	0	0	0	-	-	-	-	-	carcass
85	CAR1_ita_n_45f666cb-c491-493e-ab05-8fb8db306811	CAR1_ita_n	13652	lnu(B)_2_JQ861959	lnu(B)	lnu(B)	Lincosamide	90.061	102.611.940.298.507	11565	12379	Italy	nanopore	Allofustis seminis DSM 15817 	Listeria innocua	Erysipelothrix rhusiopathiae	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
86	CAR1_ita_n_45f666cb-c491-493e-ab05-8fb8db306811	CAR1_ita_n	13652	lsa(E)_1_JX560992	lsa(E)	lsa(E)	Lincosamide, Streptogramin A, Pleuromutilin	90.747	101.885.521.885.522	10024	11514	Italy	nanopore	Allofustis seminis DSM 15817 	Listeria innocua	Erysipelothrix rhusiopathiae	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
87	CAR1_ita_n_47c2cdbc-e887-4018-909b-6cf532cfeaeb	CAR1_ita_n	10115	lnu(D)_1_EF452177	lnu(D)	lnu(D)	Lincosamide	82.172	985.858.585.858.586	275	753	Italy	nanopore	Clostridium vincentii 	Peptoniphilus sp. KCTC 25270	Virgibacillus dokdonensis	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
88	CAR1_ita_n_490ac8c8-23a3-471d-9dbc-e0ed3a6790e7	CAR1_ita_n	6884	aadA6_1_AF140629	aadA6	aac(6') like	Aminoglycoside	97.653	100.709.219.858.156	5743	6587	Italy	nanopore	Simplicispira metamorpha 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 11	integron found	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
89	CAR1_ita_n_4a9b97e3-0b38-4416-a19a-9e2c2bb56c2c	CAR1_ita_n	22071	aph(2'')-Ib_2_AF207840	aph(2'')-Ib	aph(2'')-Ib	Aminoglycoside	93.709	100.666.666.666.667	12478	13366	Italy	nanopore	Alitiscatomonas aceti 	root	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
90	CAR1_ita_n_4b662d3a-c2fe-4af4-86b3-a584e30fbe4d	CAR1_ita_n	8282	mef(A)_2_U83667	mef(A)	mef(A)	Macrolide	97.686	993.431.855.500.821	140	1344	Italy	nanopore	Enterococcus aquimarinus 	Bacilli	Listeria innocua	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
91	CAR1_ita_n_4b662d3a-c2fe-4af4-86b3-a584e30fbe4d	CAR1_ita_n	8282	msr(D)_3_AF227520	msr(D)	msr(D)	Macrolide, Streptogramin B	93.708	100.956.284.153.005	1459	2932	Italy	nanopore	Enterococcus aquimarinus 	Bacilli	Listeria innocua	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
92	CAR1_ita_n_4ba91e06-8837-5679-8058-6f6b9780cdde	CAR1_ita_n	12343	cfxA6_1_GQ342996	cfxA6	cfxA6	Beta-lactam	92.901	975.903.614.457.831	6838	7792	Italy	nanopore	Prevotella lacticifex 	Prevotella sp. P5-92	Bacteroides xylanisolvens	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae"	f	Genes: 17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
93	CAR1_ita_n_4d0626f4-e897-429d-b943-21dcb7c2c430	CAR1_ita_n	5929	aadA13_1_AY713504	aadA13	aadA13	Aminoglycoside	98.625	100.250.626.566.416	174	968	Italy	nanopore	Lysobacter oculi 	Enterobacterales	Gammaproteobacteria			NA	Genes: 14	integron found	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
94	CAR1_ita_n_4d959dcb-ed80-4a23-bfa4-3cb15349e73a	CAR1_ita_n	3447	mph(E)_1_DQ839391	mph(E)	mph(E)	Macrolide	97.46	845.197.740.112.994	1	738	Italy	nanopore	Acinetobacter piscicola 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
95	CAR1_ita_n_4d959dcb-ed80-4a23-bfa4-3cb15349e73a	CAR1_ita_n	3447	msr(E)_1_FR751518	msr(E)	msr(E)	Macrolide, Streptogramin B	99.052	100.067.750.677.507	794	2265	Italy	nanopore	Acinetobacter piscicola 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	carcass
